POLAKOMITI, GLAGOL
PRIŠIVANJE, IMENICA
GOLIJATSKI, PRIDJEV
VIVISEKTOR, IMENICA
ETAŽIRANJE, IMENICA
INFOZABAVA, IMENICA
PROKISLITI, GLAGOL
NADOMJESAN, PRIDJEV
PREISPITAN, PRIDJEV
PRITIŠTATI, GLAGOL
UZNAŠAJUĆI, PRILOG
SKLOPOVSKI, PRIDJEV
SVINJETINA, IMENICA
PANOPTIKUM, IMENICA
SINUSOIDNO, PRILOG
VIROLOGIJA, IMENICA
NADMETANJE, IMENICA
NAJTUSTIJI, PRIDJEV
ZARAŽENOST, IMENICA
PRIJEKORAN, PRIDJEV
PALEOLITIK, IMENICA
ZAHLIKNUTI, GLAGOL
PREDLAŽITI, GLAGOL
NABREKNULI, PRIDJEV
POLUČUČEĆI, PRIDJEV
SLIJEDNICA, IMENICA
NERATNIČKI, IMENICA
OTPLAVIVŠI, PRILOG
ŠUMADIJSKI, PRIDJEV
KAJAKAŠICA, IMENICA
EGZAKTNOST, IMENICA
ZAGRIZESTI, GLAGOL
POTPLATNIK, IMENICA
MONOGAMIST, IMENICA
SIMETRIČNO, PRILOG
SMRAČIVATI, GLAGOL
DRENIRANJE, IMENICA
VRBOVČANKA, IMENICA
BENZOFENON, IMENICA
DRUIDISTVO, IMENICA
HERBICIDNI, PRIDJEV
SUKREIRATI, GLAGOL
ODVRATIVŠI, PRILOG
POBUĐUJUĆI, PRILOG
PERIKIMATA, IMENICA
DOVRŠIVATI, GLAGOL
ODVLAŽIVAČ, IMENICA
TIJEŠNJITI, GLAGOL
PRESKAKUJA, IMENICA
NESLOMLJIV, PRIDJEV
DVOLIČNJAK, IMENICA
NEPOKVAREN, PRIDJEV
CVIJETNJAK, IMENICA
ZASTIĐENJE, IMENICA
AVANGARDAN, PRIDJEV
ZASTRANJIV, PRIDJEV
ODMETNIČKI, PRIDJEV
TENDINITIS, IMENICA
POHRVATITI, GLAGOL
PROŠUTJETI, GLAGOL
ČISTUNSTVO, IMENICA
NEPOŽELJNI, PRIDJEV
POLIKINENI, IMENICA
KORJENJAČE, IMENICA
ZAMISLIVŠI, PRILOG
ZAHTIEVATI, IMENICA
HIPOCENTAR, IMENICA
OMEKŠIVATI, GLAGOL
SNADBJEVAČ, IMENICA
MERCEDESOV, PRIDJEV
BESRAMNOST, IMENICA
HVASTAVIJI, PRIDJEV
DORAĐUJUĆI, PRILOG
ISPOSNIČKI, PRIDJEV
BRITISHISM, IMENICA
SEKUNDIRAN, PRIDJEV
PREMETANJE, IMENICA
DOPADAJUĆI, PRIDJEV
IZRAVNAVAN, PRIDJEV
PREKRŠIVŠI, PRILOG
EPILEPSIJA, IMENICA
KAPITALIST, IMENICA
KABLIRANJE, IMENICA
NAJKIŠNIJI, PRIDJEV
MLATARANJE, IMENICA
PREDSJEDAN, PRIDJEV
IZLJUBLJEN, PRIDJEV
NARIHTAVAN, PRIDJEV
NAHVALIVŠI, PRILOG
TRIBUNALOV, PRIDJEV
ZAČEPLJENI, PRIDJEV
MRZOVOLJAN, PRIDJEV
ŠKROBLJENI, PRIDJEV
IZRAŽAJNIK, IMENICA
POKLIZNEJA, IMENICA
INSCENIRAN, PRIDJEV
ZABRTVIVŠI, PRILOG
MALODUŠNIK, IMENICA
FISKALITET, IMENICA
POLIEDRANI, IMENICA
ZATVORENIK, IMENICA
BURGUNDIJA, IMENICA
PREDSPOJNI, PRIDJEV
OPSKURNOST, IMENICA
PIROLINONI, IMENICA
ALFABETSKI, PRIDJEV
GOLIŠAVOST, IMENICA
PREKUHAVŠI, PRILOG
KAPELANIJI, PRIDJEV
LJUBOMORAN, PRIDJEV
MJERODAVNO, PRILOG
KOPERNIKOV, PRIDJEV
PIŠTOLJSKI, PRIDJEV
AKADEMIKOV, PRIDJEV
VALUTACIJA, IMENICA
RAZGARANJE, IMENICA
KLOROFILIN, IMENICA
NACIONALNO, PRILOG
PROTURATNI, PRIDJEV
NEISPLATIV, PRIDJEV
ČORBASTIJI, PRIDJEV
PRIDJEVSKI, PRIDJEV
PLJESKANJE, IMENICA
BLUDNIČINA, IMENICA
PODRIGIVAN, PRIDJEV
PRENOŠLJIV, IMENICA
ČAKOVČANKA, IMENICA
OTALJAVATI, GLAGOL
ODREZANOST, IMENICA
KORINČANIN, IMENICA
KREATORICA, IMENICA
MEKSIKANAC, IMENICA
BALAVLJENI, PRIDJEV
LEGIRAJUĆI, PRIDJEV
ZGOTOVLJEN, PRIDJEV
GENEALOŠKI, PRIDJEV
BINAPAKRIL, IMENICA
NAREDNIČKI, PRIDJEV
ODMJENLJIV, PRIDJEV
PRIZIVANJE, IMENICA
MIKROVALAN, PRIDJEV
BROJČANIJI, PRIDJEV
REŠETNIČKI, PRIDJEV
LAMINARIJA, IMENICA
NASUKUJUĆI, PRILOG
UKUHAVANJE, IMENICA
DOBIVAJUĆI, PRILOG
PRISLUŠNIK, IMENICA
NEDOSTATAK, IMENICA
NAPREDNJAK, IMENICA
KRAMARICOJ, IMENICA
MAKROZUPCI, IMENICA
KLOROPERKA, IMENICA
TABERNAKUL, IMENICA
RELEGIRATI, IMENICA
PIRIDOKSAL, IMENICA
GLAZBENIJI, PRIDJEV
PRIPOMOGAN, PRIDJEV
MERONIMIJA, IMENICA
NAMIRIVATI, GLAGOL
POGRABLJEN, PRIDJEV
PREKOREDAN, PRIDJEV
JUSTIRANJE, IMENICA
PROLAŽANJE, IMENICA
DOMETNUVŠI, PRILOG
AKLAMIRATI, GLAGOL
PREMJEŠTAJ, IMENICA
CILINDROID, IMENICA
EDUCIRANJE, IMENICA
NAJSIPKIJI, PRIDJEV
OBREMENJEN, PRIDJEV
PRIKLJUČAN, PRIDJEV
HIDROFOBNI, PRIDJEV
RAZVALIVŠI, PRILOG
RAZGLEDATI, GLAGOL
AFEKCIJSKI, PRIDJEV
PROVODIVŠI, PRILOG
ŠLAMPAVOST, IMENICA
NEDOPIRANI, PRIDJEV
MOKRAĆNICA, IMENICA
CENDRAJUĆI, PRIDJEV
ZAVINUTIJI, PRIDJEV
ANGLISTIKA, IMENICA
LENJINGRAD, IMENICA
PODFORMULA, IMENICA
PROPIZAMID, IMENICA
IZNENADITI, GLAGOL
ZARUĐIVATI, GLAGOL
ODGAJAJUĆI, PRIDJEV
PRILAZIVŠI, PRILOG
PODVOĐENJE, IMENICA
PROSLOVITI, GLAGOL
BOGOMOLJNI, PRIDJEV
UREDOVANJE, IMENICA
ZAOKUPIVŠI, PRILOG
KRŠĆANSTVO, IMENICA
PRIGRABITI, GLAGOL
SARKOMICIN, IMENICA
PRIKRIVATI, GLAGOL
KININOGENI, PRIDJEV
MIKROFLORA, IMENICA
LIJEČNIKOV, PRIDJEV
TAKTIČNOST, IMENICA
ANTITEATAR, IMENICA
ADAMANTANI, PRIDJEV
PROŠIRIVAČ, IMENICA
MEĐUSPOLAN, PRIDJEV
BEZRAZORNI, PRIDJEV
KOLIČITELJ, IMENICA
KOMPOMERNI, PRIDJEV
LAMELIRANI, PRIDJEV
PODBADANJE, IMENICA
TRAVESTIJA, IMENICA
PENETRIRAN, PRIDJEV
IMPUTACIJA, IMENICA
EVALVACIJA, IMENICA
ELEKTROFOR, IMENICA
REFERENDUM, IMENICA
POPUSTLJIV, PRIDJEV
NAJPOSLIJE, IMENICA
NATRPAVATI, GLAGOL
RASPUCANJE, IMENICA
RAMFJORDOV, PRIDJEV
NEPRAVILNO, PRILOG
BESTANIČAN, PRIDJEV
ČRNKOVAČKI, PRIDJEV
ARBANASITI, GLAGOL
ATEIZACIJA, IMENICA
SINOPTIČAR, IMENICA
ISPLIVAVŠI, PRILOG
POMILOVATI, GLAGOL
MASTURBANT, IMENICA
INFEKTIVNI, PRIDJEV
HIBRIDNOST, IMENICA
NADIJELITI, GLAGOL
RASTJERATI, GLAGOL
KORNJAČITI, PRIDJEV
DOKNADIVŠI, PRILOG
ELEKTROFON, IMENICA
GROKTAJUĆI, PRIDJEV
TIKTAKANJE, IMENICA
PRIKUPLJEN, PRIDJEV
ODVRATNIJI, PRIDJEV
DOSUĐUJUĆI, PRILOG
DEZAVUIRAN, PRIDJEV
IZUMIRANJE, IMENICA
FORMULATOR, IMENICA
NEPRIPISIV, IMENICA
POOŠTRENJE, IMENICA
RAZMAŽENKO, IMENICA
EKSUDACIJA, IMENICA
SPORAZUMAN, PRIDJEV
OROČAVANJE, IMENICA
EPIGENTSKI, PRIDJEV
SITUIRAVŠI, PRILOG
PODVAJANJE, IMENICA
PRIDOLAZAK, IMENICA
SUBDUKCIJA, IMENICA
CELZIJUSOV, PRIDJEV
MALODOBNIK, IMENICA
MIMOILAZAN, PRIDJEV
INTERNETAŠ, IMENICA
NAJŽEDNIJI, PRIDJEV
KOMPLEMENT, IMENICA
SVEZNAJUĆI, PRIDJEV
RITUALNOST, IMENICA
SUPEROKSID, IMENICA
DISPARATAN, PRIDJEV
ZAPRLJANJE, IMENICA
NEZAPALJIV, PRIDJEV
OPERABILAN, PRIDJEV
PODUPRTITI, GLAGOL
GLACIJALAN, PRIDJEV
ZAPALJENJE, IMENICA
TRORAVNINA, IMENICA
OBVEZNIČKI, PRIDJEV
STRAHOVITI, PRIDJEV
KOLOTEČINA, IMENICA
ULJULJANJE, IMENICA
PRIVREDITI, GLAGOL
POTREPTATI, GLAGOL
ŽMIRKAJUĆI, PRILOG
PRELIJETAN, PRIDJEV
REŽISERSKI, PRIDJEV
KATALOGIJA, IMENICA
POLIFONOST, IMENICA
POŽELJNIJI, PRIDJEV
ANULIRANJE, IMENICA
ONEČISTITI, GLAGOL
UZDIGNUVŠI, PRILOG
NADOPLAĆEN, PRIDJEV
PRORICANJE, IMENICA
IDIOTARIJA, IMENICA
OGLADNJETI, GLAGOL
NAJČISTIJI, PRIDJEV
ISPRAĆANJE, IMENICA
SKLADIŠTEN, PRIDJEV
JORDANCITI, GLAGOL
NEPOKRENUT, PRIDJEV
ARNKULIRAN, PRIDJEV
SPREČAVATI, GLAGOL
PLANETARNI, PRIDJEV
SKRUŠENOST, IMENICA
SKAUTKINJA, IMENICA
PERIODIČAN, PRIDJEV
STEREOSKOP, IMENICA
ŠLAMPAVIJI, PRIDJEV
BAKLJONOŠA, IMENICA
NEUKUSNOST, IMENICA
UNIŠTAVATI, GLAGOL
KRIJUMIČAR, IMENICA
STAKLOVINA, IMENICA
RAŠIRIVATI, GLAGOL
ŠTEDLJIVAC, IMENICA
SUŽNJEVITI, GLAGOL
AKUMULATOR, IMENICA
DOZNAČNICA, IMENICA
PRELJUBITI, GLAGOL
PRIDRŽAVŠI, PRILOG
PROMETNICA, IMENICA
SKLADAJUĆI, PRILOG
PRONIKAVŠI, IMENICA
STRADAJUĆI, PRIDJEV
NEPROBODEN, PRIDJEV
PRINOŠENJE, IMENICA
DIETILETER, IMENICA
VISKOZNIJI, PRIDJEV
TEOLOGINJA, IMENICA
PREDIKATIV, IMENICA
TIPIZIRATI, GLAGOL
DOGRĐUJUĆI, PRIDJEV
RASPUSTITI, GLAGOL
UOBIČAJENI, PRIDJEV
SEDMOSTRUK, PRIDJEV
UZBEKISTAN, PRIDJEV
DOJAĐUJUĆI, IMENICA
FLONIKAMID, IMENICA
OŠTROUMLJE, IMENICA
PRIDRŽAJAN, PRIDJEV
POREMETIJI, PRIDJEV
ODABIRLJIV, IMENICA
OBRADOVATI, GLAGOL
KOLINEARAN, PRIDJEV
NAJGIPKIJI, PRIDJEV
UZDRŽANIJI, PRIDJEV
MANDARINKA, IMENICA
KALAJIŠUĆI, PRIDJEV
ZVJEZDIŠTE, IMENICA
OPOZICIONI, PRIDJEV
DOMAHUJUĆI, PRILOG
PUKOVNIČKI, PRIDJEV
NAREZIVATI, GLAGOL
NEKOREKTAN, PRIDJEV
KALUPLJENI, PRIDJEV
STABILATOR, IMENICA
ZAGRAĐIVAN, PRIDJEV
ČEPUŠAJUĆI, PRIDJEV
LASCIVNOST, IMENICA
BLEFARITIS, IMENICA
ISPRLJAVŠI, PRILOG
ZADOBIJATI, IMENICA
LJEVARSTVO, IMENICA
PROFINIVŠI, PRILOG
OBRLATIVŠI, PRILOG
NEMOGUĆIJI, PRIDJEV
ZVIŽDUKATI, GLAGOL
SERPENTINA, IMENICA
IZMIJENITI, GLAGOL
VANADIJSKI, PRIDJEV
VAKUUMIRAN, PRIDJEV
NEPODMIREN, PRIDJEV
HRSKAVIČNI, PRIDJEV
PRODAVANJE, IMENICA
DOPUŠTENJE, IMENICA
POKRSTIVŠI, PRILOG
NENAMJERNO, PRILOG
PAROHIJSKI, PRIDJEV
RADIOKANAL, IMENICA
PRESTUPITI, GLAGOL
ODRVENJELO, IMENICA
OBJAVLJENI, PRIDJEV
ISISAVANJE, IMENICA
BOTRITICID, IMENICA
FORMULIRAN, PRIDJEV
ZARUČNIKOV, PRIDJEV
BRODOLOMAC, IMENICA
PIPNIČARKA, IMENICA
SEIZMOGRAM, IMENICA
POLISULFID, IMENICA
PRAVOGOVOR, IMENICA
ORNITOPTER, IMENICA
MONOGAMIJA, IMENICA
MAILLARDOV, PRIDJEV
AUTOMATSKO, PRILOG
ŠIZOFRENIK, IMENICA
CJEPKAJUĆI, PRIDJEV
VESTFALSKI, PRIDJEV
IŠČETKAVŠI, IMENICA
DOPLATIVŠI, PRILOG
LJEKARSTVO, IMENICA
DOZIĐUJUĆI, PRILOG
IZGLADIVŠI, PRILOG
MAJMUNOLIK, PRIDJEV
GRUDOBOLJA, IMENICA
SIROMAŠTVO, IMENICA
MATEMATSKI, PRIDJEV
PELAGIJALA, PRIDJEV
NERAZRAĐEN, PRIDJEV
PODMETANJE, IMENICA
NAFTIONSKI, PRIDJEV
OSLUHNUVŠI, PRILOG
ALTERACIJE, IMENICA
VOKACIJSKI, PRIDJEV
PRIJEVODNI, PRIDJEV
IDIOMATSKI, PRIDJEV
MULTIFORUM, IMENICA
ISPRAVNIJI, PRIDJEV
GALICIJSKI, PRIDJEV
KRASTAVICA, IMENICA
SAMOTOVATI, GLAGOL
DISTOPIČNI, PRIDJEV
ZASIJAVATI, IMENICA
SAMOJEDSKI, PRIDJEV
DRUŠTVOKĆI, PRILOG
KARNAUGHOV, PRIDJEV
MONOSOMIJA, IMENICA
OBOŽAVANJE, IMENICA
ZABLAĆENJE, IMENICA
USKRAĆENJE, IMENICA
LOMLJIVOST, IMENICA
FRAGILNIJI, PRIDJEV
PROŽIMANJE, IMENICA
ZAREĐIVATI, GLAGOL
TAFONOMIJA, IMENICA
POZDRAVITI, GLAGOL
FRAKCIONAŠ, IMENICA
AEROFAGIJA, IMENICA
MESOŽDERKA, IMENICA
IMPRESIVNI, PRIDJEV
ISKOLAČITI, GLAGOL
GLAGOLJSKI, PRIDJEV
POVJERENJE, IMENICA
SLADOKUSAC, IMENICA
VAPNENAČKI, PRIDJEV
RENESANSNI, PRIDJEV
LICENCIJAT, IMENICA
PRIJEMNICA, IMENICA
RASTEGNUTI, GLAGOL
TALENTIRAN, PRIDJEV
PROPINJATI, GLAGOL
MARKOVIĆEV, PRIDJEV
NEPRIČANJE, IMENICA
MNOGOSTRAN, PRIDJEV
NEUMITNOST, IMENICA
MIŠIĆAVIJI, PRIDJEV
KLIJENTELA, IMENICA
REPOZICIJA, IMENICA
VALJUŠKATI, GLAGOL
KAŠLJUCATI, GLAGOL
MRLJIČASTI, PRIDJEV
POGOSPOĐEN, PRIDJEV
VUČEDOLSKI, PRIDJEV
MOTRILIŠTE, IMENICA
RAZLJUTIJA, IMENICA
DEFOLIANTI, GLAGOL
OBSIEDANJE, IMENICA
PROVIDJETI, GLAGOL
PREGOVARAČ, IMENICA
NAPLAKAVŠI, PRILOG
OBNAŠAJUĆI, PRILOG
UKLJUČIVŠI, PRILOG
POSUMPOREN, PRIDJEV
ORGULJAŠKI, PRIDJEV
KRISTALOID, IMENICA
OSJEMENITI, IMENICA
NUMERIRANI, PRIDJEV
USPENTRATI, GLAGOL
HRASTINSKI, PRIDJEV
KADAVERSKI, PRIDJEV
PRALJUDSKI, PRIDJEV
RAZVIJANJE, IMENICA
DOPLIVAVŠI, PRILOG
RAZDJELITI, GLAGOL
KISELJENJE, IMENICA
OLISTOPLAK, IMENICA
INFROMBIRO, IMENICA
SPLAVARITI, GLAGOL
PODALINEJA, IMENICA
RASKRSTITI, GLAGOL
IZOTERMIJA, PRIDJEV
ODUZIMANJE, IMENICA
LJETOPISNI, PRIDJEV
IZNAJMLJIV, PRIDJEV
PRESJEDATI, GLAGOL
PROŽDRLJIV, PRIDJEV
ZAFRKAVATI, GLAGOL
JENISEJSKI, PRIDJEV
RELIGIOZAN, PRIDJEV
ZAODIEVATI, IMENICA
IZKOPČANJE, IMENICA
UZVIKUJUĆI, PRILOG
PRIZEMLJEN, PRIDJEV
POBRINUVŠI, PRILOG
PEOPLESOFT, IMENICA
AUSTENITIK, IMENICA
KLONIRAVŠI, PRILOG
POMETENOST, IMENICA
MISTIČNOST, IMENICA
SVESRDNIJI, PRIDJEV
JOZIĆEVSKI, PRIDJEV
NEOVLAŠTEN, PRIDJEV
ISPRUŽENJE, IMENICA
UVJERLJIVI, PRIDJEV
VOLTAMETAR, IMENICA
USKOMEŠANO, PRILOG
SVIJESNUTI, GLAGOL
SLJEPARIJA, IMENICA
DELOŽACIJA, IMENICA
APLICIRATI, GLAGOL
ODEBLJAVŠI, PRILOG
POSVAĐAVŠI, PRILOG
SPIKIRANJE, IMENICA
KORALIGENI, PRIDJEV
SLINOVNICA, IMENICA
UOKVIRIVAN, PRIDJEV
DOČARAVATI, GLAGOL
MOTOVUNSKI, PRIDJEV
UVRŠTAVATI, GLAGOL
NAGRAĐENIK, IMENICA
AKVARIJSKI, PRIDJEV
NEPOTPISAN, PRIDJEV
POKONDIREN, PRIDJEV
ŠIFRIRAVŠI, PRILOG
TOKSIČNIJI, PRIDJEV
PORUBLJENI, PRIDJEV
NEOBUZDANA, IMENICA
CRVOTOČINA, IMENICA
ZEMLJANOST, IMENICA
NEODREĐENO, PRILOG
SAVLADAVŠI, PRILOG
DRIBLAJUĆI, PRIDJEV
NAJEŽENOST, IMENICA
ENKODIRATI, IMENICA
DISJUNKTIV, IMENICA
MANIKIRATI, GLAGOL
OSLOBAĐATI, GLAGOL
ZAMAZIVATI, GLAGOL
ŠKRGUTANJE, IMENICA
PUNTIJARKA, IMENICA
KANDIDIRAN, PRIDJEV
PLANDOVATI, GLAGOL
SUBLUNARAN, PRIDJEV
SVOJERUČNI, PRIDJEV
VALIDACIJA, IMENICA
OROGRAFIJA, IMENICA
BUBREŽNJAK, IMENICA
IDEOLOGIJA, IMENICA
OBNOVLJENI, PRIDJEV
ODLIKOVAMO, PRILOG
GRADILIŠNI, PRIDJEV
DOKUČUJUĆI, PRILOG
GRAMŽLJIVI, PRIDJEV
TEHERANSKI, PRIDJEV
GENERACIJA, IMENICA
NEDRENIRAN, PRIDJEV
MACROMEDIA, IMENICA
RASPUKAVŠI, PRILOG
POSJETIVŠI, PRILOG
MOLUSKICID, IMENICA
ŠTAVLJENJE, IMENICA
DRAPIRANJE, IMENICA
POSIPAVATI, GLAGOL
JEZIČAVIJI, PRIDJEV
PROVEDBENI, PRIDJEV
POTJECANJE, IMENICA
USTOBOČITI, GLAGOL
RAZVRSTATI, GLAGOL
TIPIZACIJA, IMENICA
GRGOTAJUĆI, GLAGOL
ENIGMATSKI, PRIDJEV
SPRJEČAVAN, PRIDJEV
AKONTACIJA, IMENICA
POUZDAJUĆI, PRILOG
PROIZVOĐAČ, IMENICA
NEPOMOGNUT, PRIDJEV
GALONIRATI, GLAGOL
UVELIČANJE, IMENICA
OČEVIDNOST, IMENICA
ZALUTALITI, GLAGOL
ZAPOVIJEST, IMENICA
VIKINGINJA, IMENICA
AUGUSTINAC, IMENICA
VREMEŠNIJI, PRIDJEV
EUGENETIKA, IMENICA
BRODOLOMNO, PRILOG
PEDIKIRATI, GLAGOL
UCJENJIVAN, PRIDJEV
POLAKIRATI, GLAGOL
DEPRESIVNI, PRIDJEV
EKSKAVATOR, IMENICA
RASPETLJAN, PRIDJEV
UKNJIŽENJE, IMENICA
KANAĐANKIN, PRIDJEV
ŽUĆKASTIJI, PRIDJEV
SRAVNJIVAN, PRIDJEV
UČLANJENJE, IMENICA
POLUSESTRA, IMENICA
BEAUFORTOV, PRIDJEV
MAGAZINSKI, PRIDJEV
NORMALNIJI, PRIDJEV
BIOMETRIKA, IMENICA
VIBRIRANJE, IMENICA
VJETROBRAN, IMENICA
KRAJCARICA, IMENICA
STRUGNUVŠI, PRILOG
OSTVARIVŠI, PRILOG
POKLJUNICA, IMENICA
LUSTRIRATI, GLAGOL
JUVENILIJA, IMENICA
POZATVARAN, PRIDJEV
KOZMOGONIJ, IMENICA
PROŽNJEVEN, PRIDJEV
NAGOVIJEST, IMENICA
RELJEFNIJI, PRIDJEV
IŠČEŠLJATI, GLAGOL
MIOTONIČNI, PRIDJEV
DEKINTIRAN, PRIDJEV
SKIFISTICA, IMENICA
BURZIJANAC, IMENICA
PEDEPSANJE, IMENICA
HARRISBURG, IMENICA
EKSTENZIJA, IMENICA
DOPREMIVŠI, PRILOG
ŠTRAJKAŠKI, PRIDJEV
RAZGLASITI, GLAGOL
VEČERAŠNJI, PRIDJEV
PRADAVNOST, IMENICA
STUDIRAVŠI, PRILOG
DOZIĐIVATI, GLAGOL
ZUPČANIČKI, PRIDJEV
PRSTENASTI, PRIDJEV
ZAKRŽLJATI, GLAGOL
PADOBRANAC, IMENICA
MOHIKANSKI, PRIDJEV
ČETVEROVEZ, IMENICA
GRUNTAJUĆI, GLAGOL
ZRCALJENJE, IMENICA
PRENAPUHAN, PRIDJEV
SINKOPIRAN, PRIDJEV
IVANIŠEVIĆ, IMENICA
ALERGENSKI, PRIDJEV
PRITJEČUĆI, PRILOG
NESAGLEDIV, PRIDJEV
NAREZUJUĆI, PRILOG
ZAPAPRENJE, IMENICA
INICIRANJE, IMENICA
UPRAVLJATI, GLAGOL
TRIKOLORNI, PRIDJEV
VIŠEZONSKI, PRIDJEV
MENINGOKOK, IMENICA
VODOTORANJ, IMENICA
SUHOMESNAT, PRIDJEV
PROSJEDITI, GLAGOL
NATRAŽNIJI, PRIDJEV
HOLISTIČKI, PRIDJEV
OBUZIMANJE, IMENICA
RASPRIČATI, GLAGOL
BERISLAVIĆ, IMENICA
MJEŠINASTI, PRIDJEV
INFUZIJSKI, PRIDJEV
PUŠKARANJE, IMENICA
ROMANTIČAR, IMENICA
NEDEMOKRAT, IMENICA
HEMOLIZINI, IMENICA
GLUFOSINAT, IMENICA
POSUVRAĆEN, PRIDJEV
SIMPATIČKI, PRIDJEV
SLJEPOOČNI, PRIDJEV
IZBOČENOST, IMENICA
MILLIKANOV, PRIDJEV
HALOGENSKI, PRIDJEV
AMFIBOLITI, GLAGOL
IMPOZNATAN, PRIDJEV
ISPRAVLJIV, PRIDJEV
BALEGAJUĆI, PRILOG
ZAMJEĆIVAN, PRIDJEV
AFEKTIRATI, GLAGOL
OLFAKTORNI, PRIDJEV
IZDROBLJEN, PRIDJEV
KAROSERIJA, IMENICA
OBUHVAĆENI, PRIDJEV
PRECIZIRAN, PRIDJEV
GROFOVSTVO, IMENICA
UTIPKOVATI, GLAGOL
NEOSTIGMIN, IMENICA
VRHOVNIKOV, PRIDJEV
ANEKTIRANI, PRIDJEV
PODSTRIŽEN, PRIDJEV
NAJTOČNIJI, PRIDJEV
SADISTIČKI, PRIDJEV
ISELJENICA, IMENICA
SIMONIJSKI, PRIDJEV
SUZDRŽAVŠI, PRILOG
ZAUZDANOST, IMENICA
KALJUŽENJE, IMENICA
MAŠKARANJE, IMENICA
RELAKSIRAN, PRIDJEV
EVIDENCIJA, IMENICA
KROATISTIK, PRIDJEV
NESVJESTAN, PRIDJEV
MENINGITIS, IMENICA
GUBERNATOR, IMENICA
MALIGANSKI, PRIDJEV
HLAPIČINEC, IMENICA
PARONIMIJA, IMENICA
PRISJEDNIK, IMENICA
PARKIRANJE, IMENICA
NEUKUSNIJI, PRIDJEV
SAGINJANJE, IMENICA
SPOMENUVŠI, PRILOG
PROČISTITI, GLAGOL
PREVLADATI, GLAGOL
ACIDOFILAN, PRIDJEV
DOVIKIVATI, GLAGOL
MLADALAČKI, PRIDJEV
EKLIPTIČKI, PRIDJEV
PREKLOPITI, GLAGOL
AVANTURIST, IMENICA
AFIKSACIJA, IMENICA
NASTRADALO, IMENICA
UKRIŽIVATI, GLAGOL
PORTRETIST, IMENICA
ODVJETNICA, IMENICA
PRIVLAČITI, GLAGOL
PRIKLONJEN, PRIDJEV
RAZRUŠIVŠI, PRILOG
VUKOJEBINA, IMENICA
UDJELNIČAR, IMENICA
DOMOVINSKI, PRIDJEV
SUNCOKRETA, IMENICA
SORKOČEVIĆ, IMENICA
UZDRMAVATI, GLAGOL
KURENTNIJI, PRIDJEV
VRELOVODNI, PRIDJEV
STERILNOST, IMENICA
SENZORIČKI, PRIDJEV
ARITMETIKA, IMENICA
NADOGRAĐEN, PRIDJEV
ANIMATIZAM, IMENICA
AMISULBROM, IMENICA
SJEDINJENI, PRIDJEV
ORTOFTALAT, IMENICA
AFGANISTAN, IMENICA
TRIJEBLJEN, PRIDJEV
NADGLEDATI, GLAGOL
DOSELJENIK, IMENICA
ODRVENJELI, PRIDJEV
RAČVANJITI, PRIDJEV
GROZNICITI, GLAGOL
KLJAŠTRITI, GLAGOL
TROŽARIŠNI, PRIDJEV
OSAMLJETNI, PRIDJEV
POHLEPNOST, IMENICA
NEOSTRIŽEN, PRIDJEV
DUODENALAN, PRIDJEV
BILJEGOVAN, PRIDJEV
VJERODAJNI, PRIDJEV
INJEKCIONI, PRIDJEV
NESTABILAN, PRIDJEV
DEKOMISIJA, IMENICA
ANALIZATOR, IMENICA
NEGACIJSKI, PRIDJEV
RAZBUDJETI, GLAGOL
STATIČNOST, IMENICA
MODELACIJA, IMENICA
TABOROVATI, IMENICA
TERMOPLAST, IMENICA
GOROCVIJET, IMENICA
ZAMIJEŠATI, GLAGOL
GERMPLAZMA, IMENICA
ISTRIOTSKI, PRIDJEV
MERCATOROV, PRIDJEV
PODZAKUPAC, IMENICA
NASAMARENI, PRIDJEV
PRVENSTVEN, PRIDJEV
RAFINACIJA, IMENICA
NEUČTIVOST, IMENICA
NATAKNUVŠI, PRILOG
UČVRŠĆIVAČ, IMENICA
POSLUŠANJE, IMENICA
UMRLJANIJI, PRIDJEV
KAUZALNOST, IMENICA
NEONATALAN, PRIDJEV
DRŽAVNIKOV, PRIDJEV
IZRAĐENOST, IMENICA
ARHAIČNIJI, PRIDJEV
LIHENOIDNI, PRIDJEV
KOGNITIVAN, PRIDJEV
SASLUŠANJE, IMENICA
OSTAVINSKI, PRIDJEV
ORTOGNATAN, IMENICA
ISTUPAJUĆI, PRIDJEV
EPOHALNOST, IMENICA
STRAŽNJOST, IMENICA
ZADRŽAVATI, GLAGOL
IZGONITELJ, IMENICA
UKLANJANJE, IMENICA
ENERVENTNO, PRILOG
RASPLINUTI, GLAGOL
PRODUŽETAK, IMENICA
IZVIJAJUĆI, PRILOG
DEVETNAEST, BROJ
ZABIJELJEN, PRIDJEV
ZBRAJATELJ, IMENICA
NAJSKORIJI, PRIDJEV
PATRIOTSKI, PRIDJEV
POLITIKINA, IMENICA
ATENUACIJA, IMENICA
PRILOŽIVŠI, PRILOG
SKRIŽALJKA, IMENICA
RECITIRATI, GLAGOL
NULMATRICA, IMENICA
NELIJEČENI, PRIDJEV
SAMOUPRAVA, IMENICA
ZAKASNJETI, GLAGOL
SLABOUMNIK, IMENICA
UŽURBANIJI, PRIDJEV
ZBUNJENIJI, PRIDJEV
TROSMJERNI, PRIDJEV
KONFINIRAN, PRIDJEV
ZAGUGUTATI, GLAGOL
IŠČEKUJUĆI, PRILOG
